mx,my,mz
258.48, 78.6267, 184.192
171.439, 74.137, 236.446
45.614, 91.8317, 263.082
-59.0643, 116.374, 250.136
-147.859, 155.593, 203.509
-203.86, 214.815, 116.998
-189.851, 276.552, 31.0885
-134.815, 305.653, -42.729
-81.4693, 299.561, -88.633
-72.4392, 303.226, -91.5299
-159.215, 286.097, -20.9017
-197.057, 247.236, 103.377
-64.4784, 227.467, 232.107
124.483, 140.858, 257.388
223.241, 62.9315, 206.263
289.708, 63.2359, 134.776
324.807, 134.578, 31.2017
290.624, 212.488, -47.5759
214.893, 275.4, -92.2417
120.066, 313.962, -110.526
27.957, 316.204, -111.564
-44.5954, 309.338, -100.321
-85.6819, 297.868, -85.0406
-104.444, 265.77, -89.1618
-87.6816, 274.816, -97.6797
-65.1852, 292.203, -100.0
0.830032, 335.974, -97.4533
35.6536, 362.988, -82.4373
138.947, 413.918, 65.77
219.958, 373.062, 39.6529
251.033, 329.747, -10.6043
226.674, 303.565, -65.9121
166.799, 289.04, -108.81
85.9838, 291.266, -126.769
23.1579, 294.893, -122.924
-10.0512, 294.81, -117.142
-38.8694, 292.515, -111.891
-55.348, 288.021, -105.414
-70.4093, 287.212, -99.1813
-81.7959, 286.512, -94.3973
-91.5676, 285.569, -88.6248
-95.9454, 282.573, -88.7719
-81.079, 283.796, -96.6233
-45.9536, 285.493, -110.809
15.0538, 300.094, -121.6
130.617, 310.319, -110.432
263.309, 278.023, -48.7455
317.412, 227.882, 21.0149
315.205, 181.248, 113.177
244.331, 154.009, 203.094
105.075, 164.346, 259.498
-51.5374, 213.771, 244.859
-160.309, 229.315, 178.231
-198.151, 228.447, 123.826
-216.035, 200.792, 63.9125
-202.754, 134.163, -6.71571
-171.267, 92.3587, -45.9259
-164.007, 87.9079, -53.7257
-180.909, 155.103, -46.4818
-188.606, 205.018, -30.2207
-204.327, 239.298, 64.0546
-118.581, 268.855, 190.153
79.6453, 258.593, 244.822
231.579, 181.551, 207.734
304.659, 108.47, 125.825
304.395, 212.941, 128.542
226.825, 208.527, 211.998
132.39, 210.526, 251.387
4.18789, 202.716, 258.366
-127.523, 197.812, 210.338
-203.32, 205.622, 118.468
-199.025, 241.014, 15.3216
-150.16, 276.74, -44.6331
-107.301, 292.096, -78.9285
-129.938, 261.045, -72.326
-192.303, 173.288, -23.2409
-213.658, 101.981, 55.5744
-201.698, 83.3805, 121.6
-172.533, 90.6999, 174.156
-84.9274, 93.5672, 235.955
40.8967, 100.039, 264.483
201.358, 121.185, 226.599
284.912, 118.635, 143.197
322.467, 105.527, 53.9144
303.452, 130.202, -27.9947
234.446, 196.416, -99.8302
153.141, 259.649, -125.373
68.0626, 306.32, -118.242
-4.26335, 333.824, -97.1892
-42.1832, 337.115, -84.7953
-81.8336, 332.843, -67.459
-120.117, 320.78, -47.1345
-143.331, 299.34, -42.4825
-137.193, 286.745, -57.5439
-39.5774, 289.417, -109.036
168.232, 279.193, -110.092
299.566, 220.562, -27.1647
322.166, 139.86, 89.1907
253.688, 103.716, 194.869
149.632, 124.014, 251.122
10.2534, 149.474, 263.86
-31.5035, 278.551, -117.374
-98.5474, 306.697, -74.1747
-141.37, 309.602, -32.9372
-165.025, 300.547, -8.33805
-172.943, 298.557, 3.39181
-181.626, 291.304, 19.053
-195.166, 270.136, 34.4639
-203.886, 250.33, 38.5965
-205.433, 243.35, 24.9387
-178.57, 261.083, -18.7134
-122.694, 276.174, -71.4205
-21.0904, 277.457, -120.656
104.756, 284.133, -127.68
203.773, 263.875, -103.226
298.246, 210.097, -37.3099
325.486, 132.767, 37.6533
266.818, 31.2394, 142.992
126.316, -24.1464, 207.395
-8.18713, -4.37653, 224.637
-145.557, 68.7417, 184.758
-218.374, 154.688, 57.725
-177.853, 190.945, -48.7455
-147.104, 192.039, -81.4186
-94.191, 213.567, -112.71
-16.9779, 241.954, -136.163
76.9201, 256.296, -140.273
166.308, 237.917, -130.919
207.953, 214.074, -118.752
211.545, 165.855, -118.77
231.39, 133.786, -105.829
254.48, 130.013, -90.8508
258.932, 172.949, -90.2094
228.889, 239.376, -100.351
179.532, 268.056, -117.434
125.575, 259.571, -136.569
16.4875, 221.279, -145.105
66.9685, 116.921, -146.387
-26.0819, 172.632, -138.986
-67.7997, 234.503, -117.654
-98.8115, 285.908, -83.6823
-128.928, 329.902, -23.6257
-136.465, 355.933, 47.3118
-103.15, 376.042, 97.491
-52.9334, 386.531, 138.955
-22.8636, 375.174, 170.496
-1.52047, 359.688, 192.203
15.4688, 352.613, 201.245
3.31384, 347.953, 202.729
-41.728, 354.461, 181.324
-105.98, 363.365, 122.279
-150.009, 336.578, 27.6552
-134.314, 275.759, -61.7242
-68.7795, 187.134, -125.071
46.8968, 132.013, -148.198
153.631, 104.999, -135.22
247.68, 143.782, -95.4386
294.473, 215.205, -40.0302
302.495, 272.086, 29.8246
272.967, 315.563, 78.3626
221.732, 348.387, 120.77
158.008, 370.836, 148.048
105.603, 387.625, 152.311
73.571, 414.639, 112.771
69.9113, 427.806, 37.5401
112.356, 412.035, -6.45161
178.48, 379.571, -26.0039
204.15, 371.213, -16.2988
160.663, 401.17, -6.0039
139.257, 413.733, 10.1113
137.031, 412.073, -5.69704
130.214, 408.694, -13.9181
130.373, 400.439, -31.8713
118.506, 192.756, -146.425
40.0679, 268.1, -136.05
-10.9791, 336.05, -97.9815
-49.7265, 367.553, -54.5935
-89.4925, 383.626, 9.39445
-100.849, 383.06, 57.2722
-123.637, 367.478, 83.3428
-124.09, 356.801, 109.942
-115.261, 346.199, 140.766
-110.998, 333.899, 159.63
-100.585, 316.28, 184.078
-69.9491, 326.919, 192.567
-4.71609, 352.99, 195.586
6.22524, 348.953, 201.094
-7.6212, 329.259, 212.262
-28.6738, 314.356, 219.506
-65.809, 291.696, 217.739
-123.826, 304.961, 167.855
-133.918, 354.191, 82.5731
-49.9906, 406.489, 43.6521
114.581, 417.895, 77.9727
179.325, 354.801, 157.48
187.172, 270.1, 214.827
96.8119, 211.017, 259.838
-28.1079, 158.913, 259.725
-136.101, 111.774, 206.511
-191.959, 70.4678, 128.216
-194.581, 41.5984, 89.3957
-193.096, 35.6159, 66.7798
-202.612, 68.0312, 94.6199
-195.737, 120.317, 145.784
-184.607, 169.968, 163.818
-146.312, 221.166, 192.492
-24.4482, 294.322, 222.071
117.185, 327.07, 203.056
221.883, 345.482, 122.769
218.285, 375.867, 51.2281
-209.055, 106.923, 99.9811
-214.464, 186.355, 24.0546
-188.342, 162.045, -30.2207
-163.705, 78.438, -49.1605
-191.774, 56.4522, 34.8538
-159.517, 139.445, 188.945
12.0732, 256.329, 241.275
209.357, 237.232, 208.616
299.679, 250.519, 91.5676
252.292, 303.603, -33.5408
108.206, 303.15, -115.186
-13.8087, 213.469, -136.54
18.8304, 46.1209, -125.575
178.834, -20.2981, -63.837
285.965, 18.1287, 12.3977
318.581, 84.0596, 52.5184
318.732, 161.026, 102.358
287.875, 255.439, 143.782
205.433, 344.916, 142.2
112.469, 399.811, 127.184
47.425, 422.713, 93.605
-5.50839, 422.901, 63.0824
-41.3255, 414.893, 37.6218
-39.7661, 404.49, -1.69779
-45.9649, 382.612, -40.1559
-21.3167, 361.517, -74.137
43.0799, 359.337, -91.2671
103.582, 375.475, -72.8801
158.989, 394.567, -23.5805
208.64, 380.871, 7.54575
240.219, 362.384, 38.9738
271.307, 329.598, 57.6872
292.827, 295.01, 50.0195
312.696, 244.369, 31.6167
319.103, 215.75, 16.8031
306.848, 260.102, 34.5595
258.781, 342.464, 47.6514
-222.027, 181.91, 52.1248
-221.241, 168.685, 54.0653
-213.243, 163.516, 110.017
-142.924, 196.881, 201.637
72.2505, 192.417, 256.819
252.594, 177.702, 193.435
308.583, 234.371, 90.1339
258.065, 313.111, -18.2607
140.078, 356.959, -75.2826
6.94209, 316.506, -103.905
-96.9201, 149.435, -107.992
-55.914, 26.4478, -99.5284
52.2166, -7.54575, -105.263
164.172, 17.193, -102.027
233.654, 92.1336, -95.5669
269.987, 229.881, -61.7242
260.975, 323.392, 0.155945
261.513, 333.589, 51.0965
265.068, 323.236, 88.1871
273.911, 317.94, 72.5146
246.004, 344.094, 6.47173
142.577, 379.362, -43.8031
-23.5427, 385.55, -37.7665
-100.936, 382.768, 28.4211
-122.09, 370.232, 60.4414
-121.071, 372.873, 72.2882
-96.5855, 388.908, 57.4986
-70.2924, 402.339, 35.6725
-52.4123, 408.955, 18.8962
-19.2203, 417.271, 0.701754
-24.901, 407.998, -14.1105
-32.5146, 404.366, -18.0117
-49.1983, 395.661, -17.5439
-58.4795, 391.735, -16.8811
-63.6106, 390.87, -14.0351
-67.9494, 392.681, -9.73401
141.256, 395.699, -40.4075
141.326, 394.23, -39.8051
139.747, 395.548, -40.4075
140.653, 394.529, -40.7848
139.672, 395.812, -40.3697
140.389, 394.907, -41.0489
139.766, 395.205, -40.6238
140.426, 394.001, -41.313
138.441, 394.23, -39.2203
140.389, 394.68, -41.3507
